訂單編號,產品編號,供應商編號,序號,數量,總價
LWJ-06793-303,R-M-2.5,S002,1,2,1372
FLM-82229-989,L-L-0.2,S005,1,2,284
CPV-90280-133,R-D-0.2,S003,1,3,240
OGW-60685-912,E-D-2.5,S002,1,4,3352
DEC-11160-362,R-D-0.2,S003,1,4,320
WCT-07869-499,R-D-0.5,S005,1,5,805
FHD-89872-325,L-L-1,S002,1,4,1900
AZF-45991-584,A-D-2.5,S004,1,1,686
MDG-14481-513,A-M-2.5,S005,1,4,3104
OFN-49424-848,R-L-2.5,S005,1,2,1648
NFA-03411-746,A-L-0.5,S004,1,2,466
CYM-74988-450,L-D-0.2,S002,1,4,464
WTV-24996-658,E-D-2.5,S002,1,3,2514
DSL-69915-544,R-L-0.2,S001,1,3,321
NBT-35757-542,E-L-0.2,S003,1,3,399
OYU-25085-528,E-L-0.2,S003,1,4,532
XCG-07109-195,L-D-0.2,S002,1,6,696
YZA-25234-630,E-D-0.2,S004,1,2,218
OKU-29966-417,E-L-0.2,S003,1,4,532
MEX-29350-659,E-M-1,S005,1,5,2060
NOY-99738-977,R-L-2.5,S005,1,2,1648
TCR-01064-030,E-M-1,S005,1,6,2472
YUL-42750-776,L-M-0.2,S002,1,2,260
XQJ-86887-506,E-L-1,S003,1,4,1780
CUN-90044-279,L-D-0.2,S002,1,4,464
ICC-73030-502,A-L-1,S004,1,3,1164
ADP-04506-084,E-M-2.5,S004,1,6,5688
PNU-22150-408,A-D-0.2,S002,1,6,534
VSQ-07182-513,L-L-0.2,S005,1,6,852
SPF-31673-217,E-M-1,S005,1,6,2472
NEX-63825-598,R-L-0.5,S003,1,2,430
XPG-66112-335,R-D-2.5,S001,1,4,2468
NSQ-72210-345,A-M-0.2,S005,1,6,606
XRR-28376-277,R-L-2.5,S005,1,6,4944
WHQ-25197-475,L-L-0.2,S005,1,4,568
HMB-30634-745,A-D-2.5,S004,1,6,4116
XTL-68000-371,A-M-0.5,S003,1,4,808
YES-51109-625,E-L-0.5,S001,1,4,1068
EAY-89850-211,A-D-0.2,S002,1,2,178
IOQ-84840-827,A-M-1,S002,1,6,2022
FBD-56220-430,R-L-0.2,S001,1,6,642
COV-52659-202,L-M-2.5,S002,1,2,2006
YUO-76652-814,A-D-0.2,S002,1,6,534
PBT-36926-102,L-M-1,S004,1,4,1744
BLV-60087-454,E-L-0.2,S003,1,3,399
BLV-60087-454,A-M-0.5,S003,2,5,1010
QYC-63914-195,E-L-1,S003,1,3,1335
OIB-77163-890,E-L-0.5,S001,1,5,1335
SGS-87525-238,E-D-1,S001,1,5,1820
GQR-12490-152,R-L-0.2,S001,1,1,107
UOJ-28238-299,R-L-0.2,S001,1,6,642
ETD-58130-674,E-M-0.5,S003,1,2,494
UPF-60123-025,R-L-2.5,S005,1,3,2472
NQS-01613-687,L-D-0.5,S004,1,1,233
MGH-36050-573,R-M-0.5,S002,1,2,358
UVF-59322-459,E-L-2.5,S005,1,6,6144
VET-41158-896,E-M-2.5,S004,1,2,1896
XYL-52196-459,R-D-0.2,S003,1,3,240
BPZ-51283-916,A-M-2.5,S005,1,2,1552
VQW-91903-926,E-D-2.5,S002,1,1,838
OLF-77983-457,A-L-2.5,S003,1,2,1786
MVI-04946-827,E-L-1,S003,1,1,445
UOG-94188-104,A-M-0.5,S003,1,5,1010
DSN-15872-519,L-L-2.5,S005,1,4,4372
OUQ-73954-002,R-M-0.2,S003,1,4,356
LGL-16843-667,A-D-0.2,S002,1,4,356
TCC-89722-031,L-D-0.5,S004,1,1,233
TRA-79507-007,R-L-2.5,S005,1,4,3296
MZJ-77284-941,E-L-0.2,S003,1,5,665
AXN-57779-891,R-M-0.2,S003,1,3,267
PJB-15659-994,L-D-2.5,S005,1,4,3572
LTS-03470-353,A-L-2.5,S003,1,5,4465
UMM-28497-689,L-L-2.5,S005,1,3,3279
MJZ-93232-402,E-D-0.2,S004,1,1,109
UHW-74617-126,E-D-2.5,S002,1,2,1676
RIK-61730-794,L-M-0.2,S002,1,6,780
IDJ-55379-750,R-M-1,S005,1,4,1192
OHX-11953-965,E-L-2.5,S005,1,2,2048
TVV-42245-088,A-M-0.2,S005,1,4,404
DYP-74337-787,R-M-0.5,S002,1,1,179
OKA-93124-100,R-M-0.5,S002,1,5,895
IXW-20780-268,L-L-2.5,S005,1,2,2186
NGG-24006-937,E-M-2.5,S004,1,4,3792
JZC-31180-557,L-M-2.5,S002,1,1,1003
ZMU-63715-204,E-D-1,S001,1,6,2184
GND-08192-056,L-D-0.5,S004,1,2,466
RYY-38961-093,A-M-0.2,S005,1,6,606
CVA-64996-969,A-L-1,S004,1,6,2328
XTH-67276-442,L-M-2.5,S002,1,4,4012
PVU-02950-470,E-D-1,S001,1,1,364
XSN-26809-910,E-M-2.5,S004,1,2,1896
UDN-88321-005,R-L-0.5,S003,1,5,1075
EXP-21628-670,A-M-2.5,S005,1,3,2328
VGM-24161-361,E-M-2.5,S004,1,2,1896
PKN-19556-918,E-L-0.2,S003,1,6,798
PKN-19556-918,L-D-0.5,S004,2,4,932
PKN-19556-918,A-D-0.2,S002,3,1,89
PKN-19556-918,R-D-2.5,S001,4,5,3085
DXQ-44537-297,E-L-0.5,S001,1,4,1068
BPC-54727-307,R-L-1,S005,1,4,1432
KSH-47717-456,L-M-1,S004,1,3,1308
ANK-59436-446,E-L-0.5,S001,1,4,1068
AYY-83051-752,L-L-1,S002,1,6,2850
CSW-59644-267,E-M-2.5,S004,1,1,948
ITY-92466-909,A-M-2.5,S005,1,3,2328
IGW-04801-466,L-D-0.2,S002,1,1,116
LJN-34281-921,R-L-2.5,S005,1,5,4120
BWZ-46364-547,R-L-1,S005,1,3,1074
SBC-95710-706,E-M-0.2,S002,1,2,246
WRN-55114-031,E-L-2.5,S005,1,3,3072
TZU-64255-831,R-D-2.5,S001,1,2,1234
JVF-91003-729,A-D-2.5,S004,1,3,2058
MVB-22135-665,A-D-1,S003,1,1,298
CKS-47815-571,L-L-0.5,S003,1,3,855
OAW-17338-101,R-D-0.2,S003,1,6,480
ALP-37623-536,L-L-1,S002,1,6,2850
WMU-87639-108,R-D-0.5,S005,1,1,161
USN-44968-231,R-L-1,S005,1,4,1432
YZG-20575-451,L-L-1,S002,1,4,1900
HTH-52867-812,A-M-2.5,S005,1,4,3104
FWU-44971-444,A-D-2.5,S004,1,3,2058
EQI-82205-066,R-M-2.5,S002,1,2,1372
NAR-00747-074,L-D-1,S001,1,4,1552
JYR-22052-185,A-M-0.5,S003,1,2,404
XKO-54097-932,E-M-0.5,S003,1,3,741
HXA-72415-025,A-D-2.5,S004,1,2,1372
MJF-20065-335,E-L-0.5,S001,1,6,1602
GFI-83300-059,A-M-0.2,S005,1,6,606
WJR-51493-682,L-D-2.5,S005,1,5,4465
SHP-55648-472,A-M-1,S002,1,6,2022
HYR-03455-684,E-D-1,S001,1,6,2184
HYR-03455-684,L-D-0.2,S002,2,2,232
HUG-52766-375,A-D-2.5,S004,1,4,2744
DAH-46595-917,A-D-1,S003,1,6,1788
VEM-79839-466,R-L-2.5,S005,1,5,4120
OWH-11126-533,L-M-2.5,S002,1,2,2006
UMT-26130-151,L-M-0.2,S002,1,3,390
JKA-27899-806,R-L-1,S005,1,5,1790
ULU-07744-724,L-M-0.5,S004,1,5,1305
NOM-56457-507,E-M-1,S005,1,6,2472
NZN-71683-705,A-L-2.5,S003,1,6,5358
WMA-34232-850,L-D-2.5,S005,1,4,3572
EZL-27919-704,L-L-0.5,S003,1,5,1425
ZYU-11345-774,L-M-0.5,S004,1,5,1305
CPW-34587-459,A-L-2.5,S003,1,6,5358
NQZ-82067-394,R-L-2.5,S005,1,1,824
JBW-95055-851,A-M-1,S002,1,5,1685
AHY-20324-088,L-L-0.2,S005,1,2,284
ZSL-66684-103,E-M-0.2,S002,1,2,246
WNE-73911-475,L-D-0.5,S004,1,6,1398
EZB-68383-559,R-L-1,S005,1,6,2148
OVO-01283-090,L-L-2.5,S005,1,2,2186
TXH-78646-919,R-D-0.2,S003,1,3,240
CYZ-37122-164,E-M-0.5,S003,1,2,494
AGQ-06534-750,A-L-1,S004,1,5,1940
QVL-32245-818,A-M-0.5,S003,1,5,1010
LTD-96842-834,L-D-2.5,S005,1,6,5358
SEC-91807-425,A-M-1,S002,1,2,674
MHM-44857-599,L-D-1,S001,1,1,388
KGC-95046-911,A-M-2.5,S005,1,2,1552
RZC-75150-413,E-D-0.5,S005,1,5,1090
EYH-88288-452,L-L-2.5,S005,1,5,5465
NYQ-24237-772,L-D-0.5,S004,1,4,932
WKB-21680-566,A-M-0.5,S003,1,3,606
THE-61147-027,L-D-1,S001,1,2,776
PTY-86420-119,A-D-0.5,S004,1,4,716
QHL-27188-431,L-L-0.5,S003,1,2,570
MIS-54381-047,A-D-0.5,S004,1,5,895
TBB-29780-459,A-L-0.5,S004,1,1,233
QLC-52637-305,L-D-2.5,S005,1,4,3572
CWT-27056-328,E-D-0.2,S004,1,6,654
ASS-05878-128,E-L-0.5,S001,1,2,534
EGK-03027-418,E-M-0.2,S002,1,3,369
KCY-61732-849,L-D-1,S001,1,2,776
BLI-21697-702,A-M-0.5,S003,1,2,404
KFJ-46568-890,E-L-0.5,S001,1,2,534
SOK-43535-680,E-M-0.5,S003,1,3,741
XUE-87260-201,R-M-0.2,S003,1,6,534
CZF-40873-691,E-M-0.5,S003,1,2,494
AIA-98989-755,R-M-0.2,S003,1,1,89
ITZ-21793-986,E-D-0.2,S004,1,4,436
YOK-93322-608,E-L-1,S003,1,6,2670
LXK-00634-611,R-L-1,S005,1,3,1074
CQW-37388-302,A-D-2.5,S004,1,3,2058
SPA-79365-334,L-D-1,S001,1,3,1164
VPX-08817-517,L-L-1,S002,1,5,2375
PBP-87115-410,E-D-0.5,S005,1,5,1090
SFB-93752-440,R-M-0.2,S003,1,3,267
TBU-65158-068,E-D-1,S001,1,2,728
TEH-08414-216,E-M-2.5,S004,1,2,1896
MAY-77231-536,A-M-0.2,S005,1,2,202
ATY-28980-884,A-L-0.2,S003,1,6,696
SWP-88281-918,L-L-2.5,S005,1,4,4372
VCE-56531-986,R-M-0.5,S002,1,5,895
FVV-75700-005,E-D-0.5,S005,1,3,654
CFZ-53492-600,L-M-0.2,S002,1,1,130
LDK-71031-121,L-L-2.5,S005,1,1,1093
EBA-82404-343,L-D-0.2,S002,1,4,464
USA-42811-560,E-L-0.2,S003,1,2,266
SNL-83703-516,L-M-2.5,S002,1,3,3009
SUZ-83036-175,R-D-0.2,S003,1,5,400
RGM-01187-513,E-D-0.2,S004,1,6,654
CZG-01299-952,L-D-1,S001,1,2,776
KLD-88731-484,A-M-1,S002,1,5,1685
BQK-38412-229,R-L-0.2,S001,1,3,321
TCX-76953-071,E-D-0.2,S004,1,5,545
LIN-88046-551,R-L-0.5,S003,1,4,860
PMV-54491-220,L-M-0.2,S002,1,2,260
SKA-73676-005,L-M-1,S004,1,4,1744
TKH-62197-239,A-D-0.5,S004,1,3,537
YXF-57218-272,R-M-0.2,S003,1,6,534
PKJ-30083-501,E-D-0.5,S005,1,2,436
WTT-91832-645,A-M-1,S002,1,3,1011
TRZ-94735-865,L-M-0.5,S004,1,4,1044
UDB-09651-780,E-D-0.5,S005,1,2,436
EHJ-82097-549,R-D-0.2,S003,1,2,160
ZFR-79447-696,R-M-0.5,S002,1,1,179
NUU-03893-975,L-L-0.5,S003,1,2,570
GVG-59542-307,E-M-1,S005,1,2,824
YLY-35287-172,A-D-0.5,S004,1,5,895
DCI-96254-548,A-D-0.2,S002,1,6,534
KHZ-26264-253,L-L-0.2,S005,1,6,852
AAQ-13644-699,R-D-1,S005,1,4,1072
LWL-68108-794,A-D-0.5,S004,1,3,537
JQT-14347-517,R-D-1,S005,1,1,268
BMM-86471-923,L-D-2.5,S005,1,1,893
IXU-67272-326,E-L-0.5,S001,1,5,1335
ITE-28312-615,E-L-1,S003,1,6,2670
ZHQ-30471-635,L-M-0.5,S004,1,5,1305
LTP-31133-134,A-L-0.5,S004,1,3,699
ZVQ-26122-859,A-L-2.5,S003,1,6,5358
MIU-01481-194,R-M-1,S005,1,6,1788
MIU-01481-194,A-L-0.5,S004,2,2,466
UEA-72681-629,A-L-2.5,S003,1,3,2679
CVE-15042-481,R-L-1,S005,1,2,716
EJA-79176-833,R-M-2.5,S002,1,6,4116
AHQ-40440-522,A-D-1,S003,1,1,298
TID-21626-411,R-L-0.5,S003,1,3,645
RSR-96390-187,E-M-1,S005,1,6,2472
BZE-96093-118,L-M-0.2,S002,1,2,260
LOU-41819-242,R-M-1,S005,1,2,596
FND-99527-640,E-L-0.5,S001,1,2,534
ASG-27179-958,A-M-0.5,S003,1,3,606
YKX-23510-272,A-L-2.5,S003,1,2,1786
FSA-98650-921,L-L-0.5,S003,1,2,570
ZUR-55774-294,L-D-1,S001,1,6,2328
FUO-99821-974,E-M-1,S005,1,3,1236
YVH-19865-819,L-L-2.5,S005,1,4,4372
NNF-47422-501,E-L-0.2,S003,1,6,798
RJI-71409-490,L-M-0.5,S004,1,5,1305
UZL-46108-213,L-L-1,S002,1,2,950
AOX-44467-109,A-D-2.5,S004,1,1,686
TZD-67261-174,E-D-2.5,S002,1,1,838
TBU-64277-625,E-M-1,S005,1,6,2472
TYP-85767-944,R-M-2.5,S002,1,2,1372
GTT-73214-334,A-L-1,S004,1,6,2328
WAI-89905-069,A-L-0.5,S004,1,3,699
OJL-96844-459,L-L-0.2,S005,1,5,710
VGI-33205-360,L-M-0.5,S004,1,6,1566
PCA-14081-576,R-L-0.2,S001,1,5,535
SCS-67069-962,A-L-2.5,S003,1,5,4465
BDM-03174-485,R-L-0.5,S003,1,4,860
UJV-32333-364,L-L-0.5,S003,1,1,285
FLI-11493-954,A-L-0.5,S004,1,4,932
IWL-13117-537,R-D-0.2,S003,1,3,240
OAM-76916-748,E-D-1,S001,1,3,1092
UMB-11223-710,R-D-0.2,S003,1,6,480
LXR-09892-726,R-D-2.5,S001,1,2,1234
QXX-89943-393,R-D-0.2,S003,1,4,320
WVS-57822-366,E-M-2.5,S004,1,4,3792
CLJ-23403-689,R-L-1,S005,1,2,716
XNU-83276-288,R-M-0.5,S002,1,1,179
YOG-94666-679,L-D-0.2,S002,1,2,232
KHG-33953-115,L-D-0.5,S004,1,3,699
MHD-95615-696,R-L-2.5,S005,1,5,4120
HBH-64794-080,R-D-0.2,S003,1,3,240
CNJ-56058-223,L-L-0.5,S003,1,3,855
KHO-27106-786,A-M-1,S002,1,6,2022
KHO-27106-786,L-D-2.5,S005,2,6,5358
YAC-50329-982,E-M-2.5,S004,1,1,948
VVL-95291-039,E-L-0.2,S003,1,2,266
VUT-20974-364,R-M-0.5,S002,1,6,1074
SFC-34054-213,L-L-0.5,S003,1,4,1140
UDS-04807-593,L-D-0.5,S004,1,2,466
FWE-98471-488,L-L-1,S002,1,5,2375
RAU-17060-674,L-L-0.2,S005,1,1,142
AOL-13866-711,E-M-1,S005,1,4,1648
NOA-79645-377,R-D-0.5,S005,1,5,805
KMS-49214-806,E-L-2.5,S005,1,4,4096
ABK-08091-531,L-L-1,S002,1,3,1425
GPT-67705-953,A-M-0.2,S005,1,5,505
JNA-21450-177,A-D-1,S003,1,3,894
MPQ-23421-608,E-M-0.5,S003,1,5,1235
NLI-63891-565,E-M-0.2,S002,1,5,615
HHF-36647-854,A-D-2.5,S004,1,6,4116
SBN-16537-046,A-D-0.2,S002,1,1,89
XZD-44484-632,E-M-1,S005,1,2,824
XZD-44484-632,A-D-0.2,S002,2,2,178
IKQ-39946-768,R-M-1,S005,1,6,1788
KMB-95211-174,R-D-2.5,S001,1,4,2468
QWY-99467-368,A-D-2.5,S004,1,1,686
SRG-76791-614,E-L-0.5,S001,1,1,267
VSN-94485-621,A-D-0.2,S002,1,4,356
UFZ-24348-219,L-M-2.5,S002,1,3,3009
UKS-93055-397,A-D-2.5,S004,1,5,3430
AVH-56062-335,E-M-0.5,S003,1,5,1235
HGE-19842-613,R-L-0.5,S003,1,4,860
WBA-85905-175,L-M-0.2,S002,1,1,130
DZI-35365-596,E-M-0.2,S002,1,2,246
XIR-88982-743,E-M-0.2,S002,1,2,246
VUC-72395-865,A-D-0.5,S004,1,6,1074
BQJ-44755-910,E-D-2.5,S002,1,6,5028
JKC-64636-831,A-M-2.5,S005,1,2,1552
ZKI-78561-066,A-D-0.2,S002,1,3,267
IMP-12563-728,E-L-0.5,S001,1,6,1602
MZL-81126-390,A-L-0.2,S003,1,6,696
MZL-81126-390,A-M-0.2,S005,2,2,202
TVF-57766-608,L-D-0.5,S004,1,1,233
RUX-37995-892,L-D-2.5,S005,1,4,3572
AVK-76526-953,A-D-1,S003,1,2,596
RIU-02231-623,R-L-0.5,S003,1,5,1075
WFK-99317-827,L-D-2.5,S005,1,3,2679
SFD-00372-284,L-M-0.2,S002,1,2,260
SXC-62166-515,R-L-2.5,S005,1,5,4120
YIE-87008-621,L-M-0.5,S004,1,4,1044
HRM-94548-288,A-L-2.5,S003,1,6,5358
UJG-34731-295,A-M-2.5,S005,1,1,776
TWD-70988-853,L-D-1,S001,1,6,2328
CIX-22904-641,R-M-1,S005,1,1,298
DLV-65840-759,L-M-1,S004,1,2,872
RXN-55491-201,R-L-0.2,S001,1,6,642
UHK-63283-868,A-M-0.5,S003,1,1,202
PJC-31401-893,A-D-0.5,S004,1,3,537
HHO-79903-185,A-L-2.5,S003,1,1,893
YWM-07310-594,E-M-0.5,S003,1,5,1235
FHD-94983-982,R-M-0.5,S002,1,3,537
WQK-10857-119,E-D-0.5,S005,1,1,218
DXA-50313-073,E-L-1,S003,1,2,890
ONW-00560-570,A-M-1,S002,1,2,674
BRJ-19414-277,R-M-0.2,S003,1,4,356
MIQ-16322-908,A-L-1,S004,1,2,776
MVO-39328-830,L-M-0.5,S004,1,5,1305
MVO-39328-830,A-L-0.5,S004,2,6,1398
NTJ-88319-746,L-L-0.5,S003,1,3,855
LCY-24377-948,R-L-2.5,S005,1,1,824
FWD-85967-769,E-D-0.2,S004,1,3,327
KTO-53793-109,R-L-0.2,S001,1,2,214
OCK-89033-348,A-L-0.2,S003,1,6,696
GPZ-36017-366,A-D-2.5,S004,1,5,3430
BZP-33213-637,A-M-2.5,S005,1,3,2328
WFH-21507-708,R-D-0.5,S005,1,1,161
HST-96923-073,R-D-2.5,S001,1,6,3702
ENN-79947-323,L-M-0.5,S004,1,2,522
BHA-47429-889,E-L-0.2,S003,1,3,399
SZY-63017-318,A-L-0.2,S003,1,2,232
LCU-93317-340,R-D-0.2,S003,1,1,80
UOM-71431-481,R-D-2.5,S001,1,1,617
PJH-42618-877,A-D-2.5,S004,1,5,3430
XED-90333-402,E-M-0.2,S002,1,5,615
IKK-62234-199,L-L-0.5,S003,1,6,1710
KAW-95195-329,R-D-2.5,S001,1,4,2468
QDO-57268-842,E-M-2.5,S004,1,5,4740
IIZ-24416-212,R-D-0.5,S005,1,6,966
AWP-11469-510,E-D-1,S001,1,2,728
KXA-27983-918,R-L-0.5,S003,1,5,1075
VKQ-39009-292,L-M-1,S004,1,5,2180
PDB-98743-282,L-L-1,S002,1,3,1425
SXW-34014-556,R-L-0.2,S001,1,1,107
QOJ-38788-727,E-M-2.5,S004,1,5,4740
TGF-38649-658,L-M-0.5,S004,1,2,522
EAI-25194-209,A-L-2.5,S003,1,5,4465
IJK-34441-720,A-M-0.5,S003,1,6,1212
ZMC-00336-619,A-M-0.5,S003,1,4,808
UPX-54529-618,L-D-1,S001,1,3,1164
DLX-01059-899,R-L-1,S005,1,5,1790
MEK-85120-243,R-L-0.2,S001,1,3,321
NFI-37188-246,A-D-2.5,S004,1,4,2744
BXH-62195-013,A-M-1,S002,1,4,1348
YLK-78851-470,R-M-2.5,S002,1,6,4116
DXY-76225-633,A-M-0.5,S003,1,1,202
UHP-24614-199,A-M-1,S002,1,4,1348
HBY-35655-049,E-D-2.5,S002,1,3,2514
DCE-22886-861,E-D-0.2,S004,1,1,109
QTG-93823-843,A-M-0.5,S003,1,1,202
QTG-93823-843,E-D-0.5,S005,2,3,654
WFT-16178-396,R-D-0.2,S003,1,5,400
ERC-54560-934,R-D-2.5,S001,1,6,3702
RUK-78200-416,L-D-0.2,S002,1,2,232
KHK-13105-388,A-M-1,S002,1,6,2022
NJR-03699-189,E-D-2.5,S002,1,1,838
PJV-20427-019,A-L-2.5,S003,1,3,2679
UGK-07613-982,A-M-0.5,S003,1,3,606
OLA-68289-577,A-M-0.5,S003,1,5,1010
TNR-84447-052,E-D-2.5,S002,1,4,3352
FBZ-64200-586,E-M-2.5,S004,1,2,1896
OBN-66334-505,E-L-0.2,S003,1,2,266
NXM-89323-646,E-D-1,S001,1,1,364
NHI-23264-055,A-D-0.5,S004,1,4,716
EQH-53569-934,E-M-1,S005,1,4,1648
XKK-06692-189,R-D-1,S005,1,3,804
BYP-16005-016,R-M-2.5,S002,1,5,3430
LWS-13938-905,A-M-2.5,S005,1,6,4656
OLH-95722-362,L-D-0.5,S004,1,3,699
OLH-95722-362,R-M-2.5,S002,2,4,2744
KCW-50949-318,E-L-1,S003,1,5,2225
JGZ-16947-591,L-L-0.2,S005,1,6,852
LXS-63326-144,R-L-0.5,S003,1,2,430
CZG-86544-655,A-L-0.5,S004,1,2,466
WFV-88138-247,R-L-1,S005,1,3,1074
RFG-28227-288,A-L-0.5,S004,1,6,1398
QAK-77286-758,R-L-0.5,S003,1,5,1075
CZD-56716-840,L-D-2.5,S005,1,4,3572
UBI-59229-277,L-D-0.5,S004,1,3,699
WJJ-37489-898,A-M-1,S002,1,1,337
ORX-57454-917,E-D-2.5,S002,1,3,2514
GRB-68838-629,R-L-2.5,S005,1,4,3296
SHT-04865-419,R-L-0.2,S001,1,4,428
UQI-28177-865,R-L-0.2,S001,1,6,642
OIB-13664-879,A-M-1,S002,1,2,674
PJS-30996-485,A-L-0.2,S003,1,1,116
HEL-86709-449,E-D-2.5,S002,1,1,838
NCH-55389-562,E-L-2.5,S005,1,5,5120
NCH-55389-562,R-L-2.5,S005,2,2,1648
NCH-55389-562,E-L-1,S003,3,1,445
NCH-55389-562,A-L-0.2,S003,4,2,232
GUG-45603-775,L-L-0.2,S005,1,5,710
KJB-98240-098,L-L-1,S002,1,5,2375
JMS-48374-462,A-D-2.5,S004,1,2,1372
YIT-15877-117,R-D-1,S005,1,1,268
YVK-82679-655,R-M-0.5,S002,1,4,716
TYH-81940-054,E-L-0.2,S003,1,5,665
HTY-30660-254,R-M-1,S005,1,3,894
GPW-43956-761,E-L-0.5,S001,1,6,1602
DWY-56352-412,R-D-0.2,S003,1,1,80
PUH-55647-976,R-M-0.2,S003,1,2,178
DTB-71371-705,L-D-1,S001,1,1,388
ZDC-64769-740,E-M-0.5,S003,1,1,247
TED-81959-419,A-L-2.5,S003,1,5,4465
FDO-25756-141,A-L-2.5,S003,1,3,2679
HKN-31467-517,L-M-1,S004,1,6,2616
POF-29666-012,R-D-0.5,S005,1,1,161
IRX-59256-644,A-D-0.2,S002,1,3,267
LTN-89139-350,R-L-2.5,S005,1,5,4120
TXF-79780-017,R-L-1,S005,1,5,1790
ALM-80762-974,A-L-0.5,S004,1,3,699
NXF-15738-707,R-D-0.5,S005,1,2,322
MVV-19034-198,E-D-2.5,S002,1,6,5028
KUX-19632-830,E-D-0.2,S004,1,6,654
SNZ-44595-152,R-L-1,S005,1,2,716
GQA-37241-629,A-M-0.2,S005,1,2,202
WVV-79948-067,E-M-2.5,S004,1,1,948
LHX-81117-166,R-L-1,S005,1,4,1432
GCD-75444-320,L-M-2.5,S002,1,1,1003
SGA-30059-217,A-D-0.5,S004,1,5,895
GNL-98714-885,R-M-1,S005,1,3,894
OQA-93249-841,A-M-2.5,S005,1,6,4656
DUV-12075-132,E-D-0.2,S004,1,5,545
DUV-12075-132,L-D-0.5,S004,2,2,466
KPO-24942-184,L-L-2.5,S005,1,3,3279
SRJ-79353-838,A-L-1,S004,1,6,2328
XBV-40336-071,A-D-0.2,S002,1,3,267
RLM-96511-467,R-L-2.5,S005,1,1,824
AEZ-13242-456,R-M-0.5,S002,1,5,895
UME-75640-698,A-M-0.5,S003,1,4,808
GJC-66474-557,A-D-1,S003,1,1,298
IRV-20769-219,E-M-0.2,S002,1,3,369
